160,-18,30,53.110731409193605,2
161,-18,39,42.276920353732756,2
162,-17,24,13.983888088168056,1
163,-17,53,12.243128154417663,1
164,-17,58,30.47314905157325,2
166,-15,40,27.761574078108186,2
170,-14,34,25.772685652704748,2
171,-14,56,36.51595913578524,2
172,-13,36,70.77784608420804,3
173,-13,60,13.288243943962506,1
175,-12,40,63.19884888764154,3
176,-12,50,25.13160710229631,1
177,-11,61,36.61985322873727,2
179,-9,30,15.025748497485885,1
180,-9,55,36.24114730577348,2
182,-8,37,34.371735825192424,2
185,-7,61,82.91558837131288,4
187,-6,48,12.285898958438304,1
196,-2,47,12.490087549848434,1
204,0,25,84.21731782728334,4
205,0,39,12.553641993402422,1
206,0,67,38.14551930260903,2
209,1,64,79.85400457976775,4
210,2,23,12.229197489515494,1
211,2,37,40.12320510409607,2
212,2,44,43.01997074019471,2
215,3,31,74.54472005347715,3
216,3,37,12.769743240450847,1
217,3,45,38.61282718185993,2
220,4,25,75.00935514952904,4
221,4,31,58.83796786036518,2
222,5,38,12.246029162914818,1
223,5,45,11.864301723382248,1
224,5,60,55.28261752476805,2
227,6,32,51.24639213411202,2
228,6,38,30.829771518054642,2
229,6,59,11.696521028870725,1
230,6,62,35.46620783618873,2
231,7,27,30.420704351658493,2
232,7,46,30.72142265180545,2
233,7,55,50.94390274615983,2
238,8,37,31.421683595980653,2
239,8,63,27.11958852555522,2
242,9,25,34.16569144699841,2
243,9,54,88.09203677357665,4
244,9,58,17.325808016692644,1
245,9,62,61.5426915259577,3
246,10,30,22.513039064947865,2
249,11,46,42.86220131190638,2
251,12,29,30.840363760394233,2
254,13,28,40.53019857510547,2
255,13,39,36.67850895042602,2
256,13,58,33.67086248107279,2
261,15,39,18.781006586657302,1
265,16,45,42.43835618497581,2
266,17,28,51.42630148203351,2
267,17,66,86.3496689889188,4
270,18,27,40.39712028286474,2
271,18,30,29.247954859742784,2
272,18,41,88.56835329880946,4
273,18,47,12.945553888073142,1
274,18,52,44.61327357789543,2
275,18,64,27.815217545881367,2
278,19,25,23.889880813899744,2
279,19,36,22.98399240345681,1
280,19,47,27.16034124457644,2
282,20,57,27.832521861507793,2
285,21,45,34.780623448792255,2
286,21,52,11.653297577326898,1
289,22,22,20.881120738126388,2
290,22,23,42.49057812267115,2
291,22,54,59.80695457243502,3
292,23,25,26.791500670400254,2
293,23,57,26.75613962862041,1
294,23,59,12.483465241598406,1
295,23,60,50.859937170550566,2
298,24,49,51.447737904560206,2
299,24,64,11.871005290358069,1
