0,-64,8,33.094444939917686,4
1,-64,19,84.37904600052576,1
2,-63,13,70.09185864094667,4
3,-63,20,38.38095920542798,3
4,-63,21,70.36090600247881,4
6,-62,15,84.96649290645983,2
10,-61,10,13.118940236336833,3
13,-60,23,89.0794367550769,2
19,-58,7,49.606108901304765,1
25,-55,10,51.80964740411805,3
29,-54,7,34.75865835396185,1
30,-54,9,77.24303364749522,4
32,-53,27,71.17813067904969,3
36,-52,3,92.0785340614569,2
39,-51,18,21.994244236936098,1
56,-48,7,40.52397707169231,1
57,-48,9,87.6985462317152,2
58,-48,24,2.2470725344249045,3
61,-47,19,7.958851414848058,3
66,-46,5,7.657135825897474,2
73,-45,8,43.108450717453046,2
74,-45,16,1.4855917760761295,1
80,-43,6,43.55668728290936,2
84,-42,-3,35.87387839436885,3
88,-41,15,59.63872487469592,4
89,-41,28,79.25688232639875,1
91,-40,16,80.22635407512249,2
95,-39,-3,56.145378209539246,2
101,-38,16,85.33920143769237,1
102,-38,25,39.00844658508149,2
104,-37,3,68.4089583637994,2
105,-37,13,42.573086283624626,4
106,-37,23,44.83507535896609,1
111,-36,3,14.852466653507703,4
115,-35,-1,73.05228001931383,3
116,-35,6,26.220558708797512,1
120,-34,13,56.15113919100463,4
121,-34,26,44.05343956772412,2
122,-34,28,10.755082524623669,1
123,-33,1,65.74498050543997,4
126,-32,0,36.23179936116831,2
127,-32,31,43.01804081626834,2
130,-31,-9,51.661414987299594,2
131,-31,5,56.55839350154874,3
135,-30,4,32.22646074546572,3
136,-29,-9,48.422378579857366,4
137,-29,2,8.278308094032784,1
140,-28,-8,27.259237930134212,2
141,-28,9,59.90672218670289,2
142,-28,25,14.118231774214388,3
144,-27,9,50.73467762185349,1
146,-26,-8,49.97273882148714,4
147,-26,9,32.09888309407248,4
148,-25,-8,39.474761458226034,3
149,-24,-6,99.42850132644926,1
150,-24,5,16.769825124210925,1
151,-23,-13,82.15570206344131,2
152,-23,-9,73.04392858723402,1
153,-23,-3,51.61275729529196,1
154,-23,9,57.18213557877194,3
155,-22,6,51.7278808519957,3
157,-21,-5,55.30500327141671,2
158,-21,-2,62.48366938962587,1
160,-18,30,43.960656324029806,3
