155,-22,6,89.66456397860905,1
0,-64,8,40.548075092489626,4
2,-63,13,20.567950396998437,1
1,-64,19,5.880337957605141,1
3,-63,20,75.24923293453247,3
4,-63,21,96.22663450906576,4
6,-62,15,19.793831255159855,4
10,-61,10,61.63143383836489,4
19,-58,7,2.6345647432687715,3
29,-54,7,12.730516271307334,4
30,-54,9,94.36190097147457,3
25,-55,10,49.125676815325725,1
36,-52,3,49.59721402633593,3
56,-48,7,71.79640088327979,1
66,-46,5,60.05812221620241,3
57,-48,9,79.21942131868846,4
9,-61,-16,35.429744569857654,2
12,-60,-15,35.40747033495299,2
43,-50,-22,79.41528792276749,3
44,-50,-20,45.00713381883566,2
54,-48,-19,73.41715500375962,1
38,-51,-14,26.492321374050743,1
28,-54,-4,66.8127228750726,4
48,-49,-14,0.5505687855415096,2
49,-49,-7,71.86276720264388,4
76,-44,-17,60.15511761307729,2
71,-45,-10,6.903148045287798,2
72,-45,-9,3.5598701436572897,4
64,-46,-8,95.3966555195288,2
65,-46,-7,47.25488628756269,1
77,-44,-14,42.435509993634234,1
86,-41,-19,5.8756954546307085,3
83,-42,-10,14.640412145285083,1
55,-48,-4,25.895157329790496,2
94,-39,-20,8.22004658499412,3
100,-38,-20,8.957311383845477,2
119,-34,-20,69.05733001024679,4
110,-36,-12,36.8315489992192,4
90,-40,-8,83.64303248083182,1
84,-42,-3,20.947077457573656,4
134,-30,-21,99.23327802900992,4
87,-41,-1,59.00162959840651,1
145,-26,-19,82.63685291731093,4
95,-39,-3,69.54564090213346,4
73,-45,8,67.38474032204725,4
80,-43,6,45.33931805979013,1
130,-31,-9,35.756032800383544,4
88,-41,15,90.88319301522735,2
91,-40,16,42.236449276810205,3
39,-51,18,1.8024087227235492,1
58,-48,24,57.00488225911562,1
61,-47,19,4.8140205629166894,3
67,-46,13,79.83984286947076,1
74,-45,16,29.03942524220791,1
105,-37,13,13.67333525653484,4
101,-38,16,37.283711149213275,3
117,-35,7,6.017871323184132,3
116,-35,6,87.42543107529211,2
104,-37,3,60.16600738067372,3
115,-35,-1,34.0776065185004,4
136,-29,-9,41.82104287390163,1
111,-36,3,36.54221223238063,1
123,-33,1,50.93421031741305,1
140,-28,-8,67.56939488868109,4
151,-23,-13,8.31170849814563,2
126,-32,0,0.34999552438592035,1
146,-26,-8,61.11927378186853,3
156,-21,-13,43.157276673247765,4
148,-25,-8,61.801825735924695,3
137,-29,2,7.89498005003763,2
152,-23,-9,65.23259308253827,3
149,-24,-6,50.57340001649838,3
135,-30,4,92.49442248362915,1
131,-31,5,64.27065980281552,4
120,-34,13,29.895343546020495,1
153,-23,-3,11.661020961595323,2
141,-28,9,81.62297847352583,2
157,-21,-5,96.92469156575847,3
158,-21,-2,19.796846923720373,1
150,-24,5,52.30393957431809,3
144,-27,9,20.979745827513455,1
147,-26,9,88.56670562126135,1
154,-23,9,47.64242888013652,3
121,-34,26,69.4203354755145,2
106,-37,23,9.213781801228023,4
102,-38,25,77.551619577558,3
142,-28,25,91.29535161226228,2
13,-60,23,2.9476875880002305,4
