83,-42,-10,87.84821446052527,4
90,-40,-8,37.33767206864665,2
72,-45,-9,81.73615179795131,4
64,-46,-8,31.462408817809273,2
65,-46,-7,36.30301905384373,2
55,-48,-4,40.05351133753529,2
12,-60,-15,28.740812653633952,2
9,-61,-16,42.424584184443276,2
38,-51,-14,11.864301723382248,1
54,-48,-19,51.40178074726576,2
48,-49,-14,23.741083190810574,1
44,-50,-20,26.840347109302453,2
77,-44,-14,12.172980235739974,1
43,-50,-22,11.846806904479227,1
49,-49,-7,38.29485543018249,2
76,-44,-17,30.810957405914202,2
28,-54,-4,12.116594770785467,1
