155, -22, 6, 0, 1
0, -64, 8, 0, 1
2, -63, 13, 0, 1
1, -64, 19, 0, 1
3, -63, 20, 0, 1
4, -63, 21, 0, 1
6, -62, 15, 0, 1
10, -61, 10, 0, 1
19, -58, 7, 0, 1
29, -54, 7, 0, 1
30, -54, 9, 0, 1
25, -55, 10, 0, 1
36, -52, 3, 0, 1
56, -48, 7, 0, 1
66, -46, 5, 0, 1
57, -48, 9, 0, 1
9, -61, -16, 0, 1
12, -60, -15, 0, 1
43, -50, -22, 0, 1
44, -50, -20, 0, 1
54, -48, -19, 0, 1
38, -51, -14, 0, 1
28, -54, -4, 0, 1
48, -49, -14, 0, 1
49, -49, -7, 0, 1
76, -44, -17, 0, 1
71, -45, -10, 0, 1
72, -45, -9, 0, 1
64, -46, -8, 0, 1
65, -46, -7, 0, 1
77, -44, -14, 0, 1
86, -41, -19, 0, 1
83, -42, -10, 0, 1
55, -48, -4, 0, 1
94, -39, -20, 0, 1
100, -38, -20, 0, 1
119, -34, -20, 0, 1
110, -36, -12, 0, 1
90, -40, -8, 0, 1
84, -42, -3, 0, 1
134, -30, -21, 0, 1
87, -41, -1, 0, 1
145, -26, -19, 0, 1
95, -39, -3, 0, 1
73, -45, 8, 0, 1
80, -43, 6, 0, 1
130, -31, -9, 0, 1
88, -41, 15, 0, 1
91, -40, 16, 0, 1
39, -51, 18, 0, 1
58, -48, 24, 0, 1
61, -47, 19, 0, 1
67, -46, 13, 0, 1
74, -45, 16, 0, 1
105, -37, 13, 0, 1
101, -38, 16, 0, 1
117, -35, 7, 0, 1
116, -35, 6, 0, 1
104, -37, 3, 0, 1
115, -35, -1, 0, 1
136, -29, -9, 0, 1
111, -36, 3, 0, 1
123, -33, 1, 0, 1
140, -28, -8, 0, 1
151, -23, -13, 0, 1
126, -32, 0, 0, 1
146, -26, -8, 0, 1
156, -21, -13, 0, 1
148, -25, -8, 0, 1
137, -29, 2, 0, 1
152, -23, -9, 0, 1
149, -24, -6, 0, 1
135, -30, 4, 0, 1
131, -31, 5, 0, 1
120, -34, 13, 0, 1
153, -23, -3, 0, 1
141, -28, 9, 0, 1
157, -21, -5, 0, 1
158, -21, -2, 0, 1
150, -24, 5, 0, 1
144, -27, 9, 0, 1
147, -26, 9, 0, 1
154, -23, 9, 0, 1
121, -34, 26, 0, 1
106, -37, 23, 0, 1
102, -38, 25, 0, 1
142, -28, 25, 0, 1
13, -60, 23, 0, 1
