159, -18, -9, 0, 1
167, -14, -10, 0, 1
169, -14, 10, 0, 1
178, -10, -10, 0, 1
296, 24, -21, 0, 1
268, 18, -17, 0, 1
260, 15, -18, 0, 1
257, 14, -17, 0, 1
207, 1, -17, 0, 1
197, -1, -17, 0, 1
191, -3, -16, 0, 1
287, 22, -15, 0, 1
297, 24, -11, 0, 1
240, 9, -15, 0, 1
198, -1, -13, 0, 1
213, 3, -13, 0, 1
258, 14, -13, 0, 1
262, 16, -12, 0, 1
201, 0, -11, 0, 1
183, -7, -13, 0, 1
181, -8, -13, 0, 1
190, -4, -10, 0, 1
199, -1, -10, 0, 1
234, 8, -9, 0, 1
192, -3, -8, 0, 1
186, -6, -11, 0, 1
184, -7, -11, 0, 1
202, 0, -7, 0, 1
214, 3, -7, 0, 1
247, 11, -4, 0, 1
288, 22, 2, 0, 1
263, 16, 0, 0, 1
203, 0, -4, 0, 1
218, 4, -4, 0, 1
241, 9, -2, 0, 1
276, 19, 7, 0, 1
264, 16, 5, 0, 1
200, -1, -2, 0, 1
188, -5, -3, 0, 1
281, 20, 9, 0, 1
277, 19, 10, 0, 1
283, 21, 13, 0, 1
284, 21, 15, 0, 1
235, 8, 8, 0, 1
250, 12, 11, 0, 1
252, 13, 12, 0, 1
259, 14, 13, 0, 1
269, 18, 14, 0, 1
248, 11, 12, 0, 1
168, -14, -9, 0, 1
174, -12, -3, 0, 1
165, -15, -3, 0, 1
236, 8, 12, 0, 1
225, 6, 11, 0, 1
226, 6, 13, 0, 1
253, 13, 20, 0, 1
193, -3, 15, 0, 1
194, -3, 16, 0, 1
237, 8, 20, 0, 1
189, -5, 20, 0, 1
208, 1, 20, 0, 1
219, 4, 21, 0, 1
195, -3, 21, 0, 1
