141, -11, 37, 0, 1
135, -15, 35, 0, 1
125, -20, 35, 0, 1
126, -20, 38, 0, 1
103, -29, 38, 0, 1
22, -61, 39, 0, 1
21, -61, 38, 0, 1
63, -47, 38, 0, 1
74, -43, 38, 0, 1
92, -33, 37, 0, 1
95, -32, 38, 0, 1
88, -37, 35, 0, 1
66, -46, 32, 0, 1
46, -54, 35, 0, 1
4, -65, 37, 0, 1
3, -65, 34, 0, 1
11, -63, 35, 0, 1
16, -62, 31, 0, 1
15, -62, 28, 0, 1
35, -58, 29, 0, 1
6, -64, 22, 0, 1
73, -44, 30, 0, 1
62, -47, 29, 0, 1
58, -49, 28, 0, 1
71, -45, 27, 0, 1
34, -58, 19, 0, 1
47, -53, 23, 0, 1
61, -47, 25, 0, 1
91, -33, 32, 0, 1
97, -31, 34, 0, 1
102, -29, 32, 0, 1
87, -37, 28, 0, 1
116, -23, 37, 0, 1
113, -25, 34, 0, 1
109, -27, 30, 0, 1
55, -50, 20, 0, 1
10, -63, 8, 0, 1
2, -65, 7, 0, 1
