200, 26, -17, 0, 1
212, 31, -24, 0, 1
222, 33, -5, 0, 1
221, 33, -15, 0, 1
213, 31, -17, 0, 1
214, 31, -11, 0, 1
207, 30, -9, 0, 1
154, -4, -5, 0, 1
149, -5, -6, 0, 1
153, -4, -6, 0, 1
150, -5, -5, 0, 1
136, -13, -39, 0, 1
148, -6, -37, 0, 1
143, -9, -34, 0, 1
132, -16, -32, 0, 1
163, 3, -30, 0, 1
176, 11, -36, 0, 1
192, 21, -34, 0, 1
216, 32, -37, 0, 1
217, 32, -36, 0, 1
210, 31, -36, 0, 1
211, 31, -28, 0, 1
218, 32, -27, 0, 1
174, 9, -34, 0, 1
178, 12, -31, 0, 1
179, 14, -27, 0, 1
170, 7, -28, 0, 1
180, 14, -23, 0, 1
171, 7, -20, 0, 1
157, 0, -25, 0, 1
146, -7, -27, 0, 1
187, 20, -28, 0, 1
199, 25, -22, 0, 1
185, 18, -23, 0, 1
188, 20, -20, 0, 1
